movie_id,movie,region,language,release_year,duration_in_min,genres,numvotes,primaryname,role,birthyear,deathyear,primaryprofession,rating
11035,Squeeze Play,US,,1969,84,Drama,28,Jan Sterling,actress,1921,2004,"actress,soundtrack",4.1
11036,Busybody,XWW,en,1969,94,"Comedy,Crime",25,Marguerite Viby,actress,1909,2001,"actress,soundtrack",5.9
11037,Contract Killer,CA,en,1968,87,"Crime,Drama",9,Yûzô Kayama,actor,1937,,"actor,soundtrack",7.1
11038,Viva Max,GB,,1969,93,Comedy,420,Peter Ustinov,actor,1921,2004,"actor,writer,director",6.1
11039,El ángel Levine,ES,,1970,104,Drama,536,Zero Mostel,actor,1915,1977,"actor,soundtrack,writer",6
11040,The Gun Runner,GB,,1969,76,"Action,Crime",8,Trent Dolan,actor,1938,,actor,2.6
11041,Vampire Men of the Lost Planet,US,,1970,85,"Adventure,Horror,Sci-Fi",769,John Carradine,actor,1906,1988,"actor,soundtrack",3.1
11042,Jaque mate,ES,,1969,102,"Action,Crime",36,Jean Marais,actor,1913,1998,"actor,stunts,miscellaneous",6.1
11043,Le magot,CA,fr,1970,101,"Comedy,Crime",422,Lee Remick,actress,1935,1991,"actress,soundtrack",5.5
11044,La mort remonte à hier soir,FR,,1970,93,"Crime,Drama,Thriller",394,Raf Vallone,actor,1916,2002,actor,6.5
11045,El visitante nocturno,ES,,1971,106,"Crime,Horror,Thriller",1355,Max von Sydow,actor,1929,2020,"actor,soundtrack,director",6.6
11046,¡Viva la aventura!,ES,,1970,90,,8,Roger Pierre,actor,1923,2010,"actor,writer,soundtrack",4.1
11047,Létrangleur de Rillington Place,FR,,1971,111,"Biography,Crime,Drama",7110,Richard Attenborough,actor,1923,2014,"actor,producer,director",7.6
11048,The Johnstown Monster,GB,,1971,54,"Comedy,Family",19,Connor Brennan,actor,,,actor,7.8
11049,World Virgin Report,JP,en,1972,82,"Comedy,Drama,Horror",228,Hans Hass Jr.,actor,1946,2009,"actor,soundtrack,composer",4.5
11050,Where Spring Comes Late,US,,1970,106,Drama,173,Chieko Baishô,actress,1941,,"actress,soundtrack",7.4
11051,"Milán, calibre 9",ES,,1972,100,"Action,Crime,Thriller",3155,Gastone Moschin,actor,1929,2017,"actor,miscellaneous",7.6
11052,The Scene of the Crash,XWW,en,1971,94,Drama,54,Ana Karic,actress,1941,2014,actress,7.3
11053,Le sacrifice dune vierge,CA,fr,1971,122,Horror,97,Jack Creley,actor,1926,2004,actor,6.3
11054,Lembolic sembolica,ES,ca,1971,98,Comedy,284,Lee Remick,actress,1935,1991,"actress,soundtrack",5.3
11055,The Family Tree,IN,en,1971,166,Drama,42,Venkata Rao Talegiri,actor,,,actor,8.1
11056,The Windsplitter,US,,1971,100,"Adventure,Drama",32,Jim McMullan,actor,1936,2019,"actor,soundtrack",5.3
11057,Two Tickets to Terror,US,,1967,85,"Horror,Sci-Fi",504,John Carradine,actor,1906,1988,"actor,soundtrack",2.6
11058,Domo Arigato,US,,1972,91,Drama,12,Bonnie Sher,actress,,,"actress,miscellaneous",4.7
11059,The Last Target,GB,,1972,,,6,Michael Redgrave,actor,1908,1985,"actor,writer,soundtrack",7.5
11060,The Loners,US,,1972,79,"Action,Drama",57,Dean Stockwell,actor,1936,,"actor,soundtrack,director",4.7
11061,Savages,US,,1972,106,"Comedy,Fantasy",331,Susan Blakely,actress,1948,,actress,5.6
11062,La proie des vierges,FR,,1972,105,"Mystery,Thriller",204,Renzo Montagnani,actor,1930,1997,"actor,miscellaneous",6.2
11063,Entre amis,CA,fr,1973,91,"Crime,Drama",27,Michael Parks,actor,1940,2017,"actor,soundtrack,director",6.6
11064,Acercamiento extremo,ES,,1973,80,Drama,101,Jim McMullan,actor,1936,2019,"actor,soundtrack",4.3
11065,Jeremy Jones,US,,1973,90,"Drama,Music,Romance",693,Robby Benson,actor,1956,,"actor,director,soundtrack",6.9
11066,"Up and at Em, Amalie",XWW,en,1973,83,"Comedy,Family",38,Marguerite Viby,actress,1909,2001,"actress,soundtrack",5.1
11067,Superchick,US,,1973,94,"Action,Comedy",431,Joyce Jillson,actress,1945,2004,actress,3.5
11068,Terror en el museo de cera,ES,,1973,93,"Horror,Mystery",481,Ray Milland,actor,1907,1986,"actor,director,soundtrack",5
11069,Tramperos de Alaska,ES,,1975,98,Adventure,53,Leon Ames,actor,1902,1993,"actor,soundtrack",5.6
11070,The Girl in Blue,US,,1973,99,Drama,54,David Selby,actor,1941,,"actor,soundtrack,assistant_director",6.8
11071,Courtesy Call,XWW,en,1973,149,Drama,17,Boris Gusakov,actor,1941,2015,actor,6.5
11072,The Werewolf of Washington,GB,,1973,90,"Comedy,Horror",795,Dean Stockwell,actor,1936,,"actor,soundtrack,director",4.1
11073,Battle of the Godfathers,US,,1973,87,"Crime,Drama",155,Herbert Fleischmann,actor,1925,1984,actor,6.4
11074,The 81st Blow,US,,1974,92,Documentary,21,David Bergman,director,,,"director,writer,producer",7.8
11075,Vive nous,FR,,1974,90,Family,7,Pier Paolo Capponi,actor,1938,2018,"actor,writer",4.7
11076,"Win, Place or Steal",US,,1974,88,Comedy,35,Dean Stockwell,actor,1936,,"actor,soundtrack,director",4
11077,Bootleggers,GB,,1974,115,"Comedy,Crime,Drama",109,Paul Koslo,actor,1944,2019,"actor,producer,assistant_director",5.9
11078,Clones,IE,en,1973,95,"Action,Sci-Fi",131,Michael Greene,actor,1933,,"actor,writer",4.7
11079,"Eadweard Muybridge, Zoopraxographer",US,,1975,59,"Biography,Documentary",231,Dean Stockwell,actor,1936,,"actor,soundtrack,director",7.7
11080,A Human Condition,GB,,1974,75,Documentary,365,Louis Malle,director,1932,1995,"director,writer,producer",6.5
11081,Il était une fois dans lest,CA,fr,1974,101,Drama,101,Denise Filiatrault,actress,1931,,"actress,writer,director",6.7
11082,La loba de las SS,ES,,1975,96,"Drama,Horror,Thriller",6878,Dyanne Thorne,actress,1936,2020,actress,5.1
11083,¿Cómo perdiste tu virginidad?,ES,,1975,93,"Crime,Drama,Thriller",50,Jorge Rivero,actor,1938,,"actor,producer",6.6
11084,Macon County Line,US,,1974,89,"Action,Drama,Romance",1118,Alan Vint,actor,1944,2006,"actor,director,assistant_director",6.6
11085,No matarás,ES,,1975,103,Drama,7,Ángela Molina,actress,1955,,"actress,soundtrack,editor",5.3
11086,Le loup des steppes,FR,,1974,107,Drama,1019,Max von Sydow,actor,1929,2020,"actor,soundtrack,director",6.2
11087,The Superstar,HK,en,1976,87,"Biography,Drama",135,Betty Ting Pei,actress,1947,,"actress,producer,miscellaneous",4
11088,Retorno al condado de Macon,ES,,1975,90,Drama,670,Nick Nolte,actor,1941,,"actor,producer",5.6
11089,The Son from Vingaarden,XWW,en,1975,93,Family,98,Ib Mossin,actor,1933,2004,"actor,director,writer",4.6
11090,Altars of the World,US,,1976,150,Documentary,16,Lew Ayres,director,1908,1996,"actor,soundtrack,director",7.4
11091,La ciutat cremada,ES,,1976,156,History,107,Ángela Molina,actress,1955,,"actress,soundtrack,editor",5.9
11092,La Corea,ES,,1976,88,Drama,30,Queta Claver,actress,1929,2003,actress,6.5
11093,"Ilsa, la hiena del harén",ES,,1976,85,"Horror,Thriller",2486,Dyanne Thorne,actress,1936,2020,actress,5.1
11094,Ode to Billy Joe,US,,1976,106,Drama,1408,Robby Benson,actor,1956,,"actor,director,soundtrack",6.6
11095,Uno del millón de muertos,ES,,1977,88,Drama,5,Sara Lezana,actress,1948,,actress,5.6
11096,¿Dónde? ¿Cómo? ¿Cuándo?... La cita,ES,,1977,91,Comedy,19,Renzo Montagnani,actor,1930,1997,"actor,miscellaneous",4.9
11097,The Pyjama Girl Case,GB,,1978,102,"Crime,Mystery,Thriller",855,Ray Milland,actor,1907,1986,"actor,director,soundtrack",6.1
11098,The Marksman,XWW,en,1977,85,"Crime,Thriller",228,Jens Okking,actor,1939,2018,"actor,writer,soundtrack",6.3
11099,Cabo de vara,ES,,1978,97,Drama,6,Santiago Ramos,actor,1949,,actor,6.3
11100,Fyre,US,,1979,90,Drama,74,Allen Garfield,actor,1939,2020,"actor,writer,soundtrack",4.4
11101,Queen Bee,XWW,en,1978,140,"Mystery,Thriller",84,Koji Ishizaka,actor,1941,,"actor,soundtrack",6.6
11102,Juventud sin freno,ES,,1979,84,Drama,9,Jorge Rivero,actor,1938,,"actor,producer",6.9
11103,Midnight Auto Supply,US,,1977,91,Comedy,45,Michael Parks,actor,1940,2017,"actor,soundtrack,director",5.7
11104,The Grapes of Death,XWW,en,1978,85,Horror,2029,Marie-Georges Pascal,actress,1946,1985,actress,6.2
11105,The Rubber Gun,CA,,1977,86,"Crime,Drama",46,Joe Mattia,actor,,,actor,7
11106,Paranoid,FR,,1978,91,"Crime,Drama,Thriller",30,Allen Garfield,actor,1939,2020,"actor,writer,soundtrack",4.7
11107,Starhops,GB,,1978,82,Comedy,101,Dorothy Buhrman,actress,1951,,actress,4.5
11108,Tilt,US,,1979,111,Drama,320,Brooke Shields,actress,1965,,"actress,producer,soundtrack",5.3
11109,Tobi,ES,,1978,90,"Comedy,Drama,Fantasy",202,Lolo García,actor,1970,,actor,5.9
11110,Train Ride to Hollywood,US,,1975,89,"Comedy,Fantasy,Musical",67,Willis Draffen Jr.,self,1945,2002,soundtrack,4.3
11111,"This Is Love, Isnt It",XWW,en,1978,133,,5,Günter Brombacher,actor,,,actor,7
11112,Top Dog,GB,,1978,104,Drama,625,Jerzy Stuhr,actor,1947,,"actor,director,writer",7.6
11113,El corazón del bosque,ES,,1979,100,Drama,83,Ángela Molina,actress,1955,,"actress,soundtrack,editor",6.6
11114,Le trou aux folles,FR,,1979,86,Comedy,141,Renzo Montagnani,actor,1930,1997,"actor,miscellaneous",5.3
11115,I Am Maria,XWW,en,1979,94,Drama,61,Lise-Lotte Hjelm,actress,1967,,actress,7
11116,The Donkey-Eared Prince,XWW,en,1980,105,"Comedy,Fantasy",8,Antonino Solmer,actor,1950,,"actor,miscellaneous",5.1
11117,Sensuous Vampires,US,,1978,82,"Comedy,Horror",554,John Carradine,actor,1906,1988,"actor,soundtrack",3.7
11118,The Willi Busch Report,XWW,en,1979,120,"Comedy,Drama",40,Tilo Prückner,actor,1940,,actor,6.5
11119,Die Laughing,US,,1980,108,"Adventure,Comedy,Crime",247,Robby Benson,actor,1956,,"actor,director,soundtrack",4.8
11120,Pasiones desenfrenadas,ES,,1981,,,5,Ajita Wilson,actress,1950,1987,actress,5.2
11121,Return to Marseilles,XWW,en,1980,117,Drama,38,Raf Vallone,actor,1916,2002,actor,5.9
11122,Soeurs de scène,FR,,1964,112,Drama,278,Fang Xie,actress,1935,,actress,6.8
11123,Theo contra el resto del mundo,ES,,1980,106,"Comedy,Crime,Romance",635,Marius Müller-Westernhagen,actor,1948,,"actor,soundtrack,music_department",6.8
11124,Mortífera venganza,ES,,1981,84,Action,36,Arthur Roberts,actor,1938,,actor,5.2
11125,"Grendel, Grendel, Grendel",XWW,en,1981,88,"Adventure,Animation,Comedy",156,Peter Ustinov,actor,1921,2004,"actor,writer,director",6.8
11126,Heartbeeps,US,,1981,78,"Comedy,Sci-Fi",1275,Andy Kaufman,actor,1949,1984,"actor,soundtrack,writer",4.2
11127,La vamp du bahut,FR,,1981,82,Comedy,126,Renzo Montagnani,actor,1930,1997,"actor,miscellaneous",4.9
11128,Night Is Short,US,,1982,79,Drama,27,Sergei Kanishchev,actor,,,actor,5.4
11129,Evil Under the Sun,CA,en,1982,117,"Crime,Drama,Mystery",13339,Peter Ustinov,actor,1921,2004,"actor,writer,director",7.1
11130,The Brazilwood Man,US,,1982,106,Comedy,115,Juliana Carneiro da Cunha,actress,1949,,actress,6.2
11131,Pestañas postizas,ES,,1982,84,Drama,59,Queta Claver,actress,1929,2003,actress,5.8
11132,The Burgos Trial,XWW,en,1979,,"Documentary,History",33,Unal Dorronsoro,actress,,,,6.8
11133,Superstition,CA,en,1982,85,Horror,2437,James Houghton,actor,1948,,"writer,actor,camera_department",5.8
11134,Le tatoué,FR,,1982,107,"Crime,Drama,Romance",34,Ryûdô Uzaki,actor,1946,,"actor,composer,soundtrack",6.7
11135,Los ojos rojos,ES,,1982,90,"Crime,Thriller",32,Marie Tifo,actress,1949,,"actress,miscellaneous",6.4
11136,Don Cipote de la Manga,ES,,1985,,Comedy,18,Francisco Cecilio,actor,1942,,actor,4.3
11137,Queen of Sex,GB,,1977,83,Thriller,110,Ajita Wilson,actress,1950,1987,actress,3.6
11138,Captive Women Hell: Hell Penitentiary,US,,1984,90,"Action,Crime,Drama",175,Ajita Wilson,actress,1950,1987,actress,3.2
11139,La fuerza de los sentimientos,ES,,1983,115,"Crime,Documentary,Drama",117,Hannelore Hoger,actress,1942,,"actress,director,writer",6.9
11140,Macumba Sexual,XWW,en,1983,80,Horror,482,Ajita Wilson,actress,1950,1987,actress,5.1
11141,My Breakfast with Blassie,GB,,1983,60,Comedy,492,Andy Kaufman,actor,1949,1984,"actor,soundtrack,writer",6.9
11142,El pequeño vagabundo,ES,,1985,84,"Animation,Family",10,Juan Miguel Cuesta,actor,,,"actor,miscellaneous",6.8
11143,Vanishing Point,XWW,en,1984,75,Drama,71,Steve Baës,actor,,,"actor,writer",5.9
11144,The Beauty & The Beast,US,,1983,87,Drama,469,Line Arlien-Søborg,actress,1966,,"actress,assistant_director,director",7
11145,You Upset Me,XWW,en,1983,96,Comedy,563,Roberto Benigni,actor,1952,,"actor,writer,director",6.6
11146,Un bon petit diable,FR,,1983,90,Drama,52,Alice Sapritch,actress,1916,1990,actress,6.2
11147,Under Fire,CA,en,1983,128,"Drama,War",6645,Nick Nolte,actor,1941,,"actor,producer",7
11148,American Autobahn,US,,1984,90,,8,Jan Jalenak,actress,,,"actress,director",5.4
11149,Cold Feet,US,,1983,96,Comedy,43,Griffin Dunne,actor,1955,,"actor,director,producer",5.1
11150,Fuego eterno,ES,,1985,95,History,15,Ángela Molina,actress,1955,,"actress,soundtrack,editor",5
11151,In Our Hands,US,,1984,90,"Documentary,Music",55,Joan Baez,self,1941,,"soundtrack,music_department,actress",6.1
11152,Memed My Hawk,IE,en,1984,110,Drama,166,Peter Ustinov,actor,1921,2004,"actor,writer,director",6.3
11153,Full Moon in Paris,US,,1984,101,"Drama,Romance",3132,Pascale Ogier,actress,1958,1984,"actress,writer,costume_designer",7.5
11154,À toi pour la vie. Signé Renart,CH,fr,1985,90,"Comedy,Drama,Musical",18,Tom Novembre,actor,1959,,"actor,composer",6.8
11155,Faire surface,CA,fr,1981,89,"Adventure,Drama",109,Joseph Bottoms,actor,1954,,"actor,soundtrack",4.2
11156,The Burmese Harp,XWW,en,1985,133,"Drama,War",146,Koji Ishizaka,actor,1941,,"actor,soundtrack",6.2
11157,Lhomme aux yeux dargent,FR,,1985,97,"Crime,Drama",114,Alain Souchon,actor,1944,,"soundtrack,actor,composer",5.2
11158,Learn to Ski Better,US,,1985,85,"Documentary,Sport",6,Warren Miller,actor,1924,2018,"writer,director,cinematographer",6
11159,Lola,ES,,1986,106,"Drama,Thriller",166,Ángela Molina,actress,1955,,"actress,soundtrack,editor",5.6
11160,"O-Bi, O-Ba - The End of Civilization",XWW,en,1985,88,"Drama,Mystery,Sci-Fi",978,Jerzy Stuhr,actor,1947,,"actor,director,writer",7.2
11161,Paso Doble,US,,1985,110,"Drama,Romance",218,Claudiu Bleont,actor,1959,,actor,7.4
11162,Ski Country,US,,1984,96,"Documentary,Sport",10,Warren Miller,actor,1924,2018,"writer,director,cinematographer",7.3
11163,Camorra,FR,,1985,115,"Crime,Drama",219,Ángela Molina,actress,1955,,"actress,soundtrack,editor",5.7
11164,Deadly Friend,GB,,1986,91,"Drama,Horror,Sci-Fi",6428,Matthew Labyorteaux,actor,1966,,"actor,miscellaneous,sound_department",5.6
11165,Porkys Meatballs,HK,en,1987,93,Comedy,29,Loletta Lee,actress,1966,,actress,5.1
11166,Last Resort,GB,,1986,84,Comedy,463,Charles Grodin,actor,1935,,"actor,writer,soundtrack",4.1
11167,Dust Devil,XWW,en,1986,100,Drama,27,Jahangir Almasi,actor,,,"actor,director,writer",6.1
11168,Les tribulations de mon grand-père anglais au pays des bolchéviks,FR,,1987,76,Comedy,74,Janri Lolashvili,actor,1942,,actor,7.1
11169,Ninja: The Final Duel,XWW,en,1986,90,"Action,Crime",156,Alexander Rei Lo,actor,,,"actor,stunts,miscellaneous",5.9
11170,Torment,US,,1986,85,"Crime,Horror",86,Taylor Gilbert,actress,,,actress,3.7
11171,Cosmos mortal,ES,,1986,90,"Drama,Horror,Sci-Fi",905,Dennis Christopher,actor,1955,,"actor,soundtrack",3.7
11172,Beyond the Edge,US,,1986,93,"Documentary,Sport",9,Warren Miller,actor,1924,2018,"writer,director,cinematographer",5.2
11173,Drowning by Numbers,US,,1988,118,"Comedy,Drama",7808,Bernard Hill,actor,1944,,"actor,miscellaneous,soundtrack",7.2
11174,Ghoulies II,FR,,1987,89,"Comedy,Horror",4189,Damon Martin,actor,,,"producer,actor",4.5
11175,Raw Terror,ZA,en,1986,95,"Action,Drama",53,Wings Hauser,actor,1947,,"actor,director,writer",4.4
11176,Open House,US,,1987,95,"Horror,Thriller",518,Joseph Bottoms,actor,1954,,"actor,soundtrack",4.1
11177,La Bohème,FR,,1988,106,"Drama,Musical,Romance",86,Barbara Hendricks,actress,1948,,"actress,soundtrack,art_department",7.1
11178,Chief Zabu,US,,1988,74,Comedy,59,Allen Garfield,actor,1939,2020,"actor,writer,soundtrack",7.5
11179,The Choice,GB,,1988,,,6,Paul Marin,actor,1927,2016,actor,2
11180,I Want to Get Even,XWW,en,1987,87,"Crime,Thriller",47,Eva Arnaz,actress,1958,,actress,4
11181,Kennywood Memories,US,,1988,120,Documentary,50,Rick Sebak,actor,1953,,"producer,writer,director",9.2
11182,La nuit avec Hortense,CA,,1988,77,Drama,8,Lothaire Bluteau,actor,1957,,"actor,writer,soundtrack",5.6
11183,El guerrero americano III,ES,,1989,89,"Action,Drama",4727,David Bradley,actor,1953,,"actor,writer,art_department",3.6
11184,Love in Progress,XWW,en,1989,82,Comedy,50,Francesca Prandi,actress,,,"actress,producer,executive",7.7
11185,Boomerang Boomerang,US,,1989,102,"Crime,Drama",22,Katja Studt,actress,1973,,actress,6.1
11186,Central Station,XWW,en,1989,105,"Crime,Thriller",64,Féodor Atkine,actor,1948,,"actor,miscellaneous",7.6
11187,The Neon Man,XWW,en,1991,100,Drama,8,Féodor Atkine,actor,1948,,"actor,miscellaneous",5.6
11188,La salle de bain,FR,,1989,93,"Comedy,Drama",40,Tom Novembre,actor,1959,,"actor,composer",7.2
11189,Lenfant génial,CA,fr,1989,96,"Adventure,Comedy,Drama",13477,Fred Savage,actor,1976,,"actor,director,producer",6.1
11190,Little Ninjas,US,,1993,100,"Action,Adventure,Comedy",696,Douglas Ivan,actor,,,"actor,writer,producer",2
11191,Kishen Kanhaiya,IN,en,1990,160,"Action,Comedy,Drama",568,Vikas Anand,actor,,,"actor,writer",5.9
11192,La liberté dune statue,CA,,1990,90,Fantasy,25,Lucille Fluet,actress,,,"actress,writer,casting_director",7.4
11193,La nuit des morts-vivants,FR,,1990,92,Horror,37598,Tony Todd,actor,1954,,"actor,producer,director",6.9
11194,Nocturne,GB,,1990,58,,16,Lisa Eichhorn,actress,1952,,"actress,writer,producer",5.9
11195,Q & A,GB,,1990,132,"Crime,Drama,Thriller",5075,Nick Nolte,actor,1941,,"actor,producer",6.6
11196,El retorno,ES,,1991,91,Horror,26,Phillip Gordon,actor,,,"actor,director",5.5
11197,Street Asylum,US,,1990,94,"Action,Sci-Fi,Thriller",105,Wings Hauser,actor,1947,,"actor,director,writer",5.3
11198,Syngenor: Synthesized Genetic Organism,US,,1990,98,"Horror,Sci-Fi",596,Starr Andreeff,actress,1964,,"actress,producer,writer",
11199,The Treasure,US,,1990,87,Adventure,95,John Weisbarth,actor,1976,,"producer,actor,writer",5.6
11200,New York: le justicier du métro,FR,,1989,90,"Action,Crime",49,Doc Dougherty,actor,,,actor,4
11201,Constantes vitales,ES,,1990,103,"Drama,Romance",669,Adrian Pasdar,actor,1965,,"actor,director,soundtrack",5.4
11202,Closet Land,US,,1991,89,"Drama,Thriller",2587,Madeleine Stowe,actress,1958,,"actress,director,writer",7
11203,Pasaporte al infierno,ES,,1990,102,"Action,Thriller",135,Wings Hauser,actor,1947,,"actor,director,writer",4
11204,La señorita salvaje,ES,,1991,105,Drama,88,Patricia Tulasne,actress,1959,,"actress,soundtrack",6.6
11205,For Parents Only,US,,1991,90,,10,Chip Albers,actor,1962,,"actor,sound_department",4.4
11206,Cloud in Love,XWW,en,1991,95,,44,Sonen Bilgin,actor,,,actor,6.8
11207,Mima,FR,,1991,84,"Crime,Drama",46,Virginie Ledoyen,actress,1976,,"actress,producer,soundtrack",7.1
11208,La playa de las tortugas,ES,,1992,90,"Drama,Thriller",233,Greta Scacchi,actress,1960,,actress,4.5
11209,Wisecracks,US,,1992,90,"Comedy,Documentary",89,JoAnne Astrow,self,1938,,"producer,actress,miscellaneous",6.4
11210,Beethoven: Uno más de la familia,ES,,1992,87,"Comedy,Drama,Family",63754,Charles Grodin,actor,1935,,"actor,writer,soundtrack",5.7
11211,Born to Ski,US,,1991,95,"Documentary,Sport",7,Warren Miller,actor,1924,2018,"writer,director,cinematographer",7.4
11212,Doctor Mordrid,ES,,1992,74,"Action,Fantasy,Horror",1281,Jeffrey Combs,actor,1954,,actor,5.6
11213,Downtown Pittsburgh,US,,1992,,"Documentary,History",21,Rick Sebak,actor,1953,,"producer,writer,director",7.4
11214,The Execution Protocol,GB,,1993,90,Documentary,7,Stephen Trombley,director,1954,,"writer,director,producer",8.7
11215,Sundays Carnations,GB,,1991,57,"Drama,Music",632,David Angus,actor,1957,,actor,6.2
11216,La vie après lamour,CA,fr,1992,81,"Comedy,Romance",37,Serge Rodnunsky,actor,,,"actor,director,writer",3.9
11217,Branford Marsalis: The Music Tells You,US,,1992,60,"Biography,Documentary,Music",8,Jerry Garcia,self,1942,1995,"soundtrack,composer,music_department",7.1
11218,La belle et le léopard,CA,fr,1995,94,Drama,302,John Varty,self,,,"producer,cinematographer,writer",5.6
11219,The Twin Bracelets,HK,en,1991,99,Drama,37,Vivian Chen,actress,1974,,actress,6.5
11220,La loi du samouraï,FR,,1992,94,Action,1738,David Bradley,actor,1953,,"actor,writer,art_department",4.9
11221,Deadly Exposure,US,,1993,95,Thriller,68,Robby Benson,actor,1956,,"actor,director,soundtrack",4
11222,Eddie Presley,US,,1992,106,"Comedy,Drama",271,Duane Whitaker,actor,1959,,"actor,writer,producer",5.4
11223,Fatal Tenderness,XEU,en,1993,108,Drama,6,Nikolai Binev,actor,1934,2003,actor,5.3
11224,"Kanehsatake, 270 ans de résistance",CA,fr,1993,119,Documentary,280,Jack Burning,actor,,,actor,8
11225,Shimmer,US,,1993,95,Drama,63,Marcus Klemp,actor,,,actor,7.5
11226,Le fils de la panthère rose,CA,fr,1993,93,"Comedy,Crime",4709,Roberto Benigni,actor,1952,,"actor,writer,director",3.9
11227,Seeking the Cafe Bob,US,,1995,,"Comedy,Romance",28,Christian Zimmerman,actor,,,"actor,miscellaneous",7.2
11228,Coming Out Under Fire,US,,1994,72,"Biography,Documentary,History",119,Salome Jens,actress,1935,,actress,7.4
11229,Cold Water,US,,1994,95,Drama,1454,Virginie Ledoyen,actress,1976,,"actress,producer,soundtrack",7
11230,Modern Romance,HK,en,1994,95,"Comedy,Romance",44,Christy Chung,actress,1970,,actress,6
11231,Martha & Ethel,GB,,1994,78,Documentary,64,Martha Kneifel,self,1903,1994,,7.1
11232,Lâme des guerriers,FR,,1994,102,"Crime,Drama",30566,Rena Owen,actress,1962,,"actress,writer,producer",7.9
11233,Paul Bowles: The Complete Outsider,US,,1994,57,"Biography,Documentary,History",31,Paul Bowles,self,1910,1999,"writer,composer,actor",8.2
11234,Roy Cohn/Jack Smith,US,,1994,90,Drama,25,Ron Vawter,actor,1948,1994,"actor,writer",6
11235,Sandra Bernhard: Confessions of a Pretty Lady,GB,,1994,47,Documentary,20,Sandra Bernhard,self,1955,,"actress,soundtrack,writer",3.9
11236,Terminal USA,US,,1993,54,Comedy,136,Sharon Omi,actress,,,"actress,producer",6.8
11237,Star Struck,US,,1996,94,"Comedy,Drama",18,Scott Trost,actor,,,"actor,producer,director",6.3
11238,Cellblock Sisters: Banished Behind Bars,US,,1995,95,"Crime,Drama",350,Annie Wood,actress,1971,,"actress,writer,director",2.8
11239,Un tour de destin,CA,fr,1995,102,"Comedy,Crime,Fantasy",2208,Dylan McDermott,actor,1961,,"actor,director,writer",4.5
11240,Do You Like Women?,US,,1992,,Comedy,21,Debbie Rochon,actress,1968,,"actress,producer,writer",5
11241,Endless Winter,US,,1995,93,"Documentary,Sport",31,Warren Miller,actor,1924,2018,"writer,director,cinematographer",7.8
11242,Madame Petlets True Story,XWW,en,1995,,Comedy,11,Maïté,actress,1938,,actress,6.1
11243,Frank y Ollie: Los magos de Disney,ES,,1995,89,Documentary,561,Frank Thomas,self,1912,2004,"animation_department,writer,actor",7.8
11244,"Max, el héroe",ES,,1996,80,Family,143,Bradley Pierce,actor,1982,,"actor,producer,miscellaneous",4.2
11245,Live Bait,CA,,1995,84,Comedy,44,Tom Scholte,actor,,,"actor,producer,director",6.5
11246,Lost on the Bohemian Road,US,,1995,89,Comedy,20,Terri Heffron,actress,,,actress,6.1
11247,Passion 1995,HK,en,1995,90,Drama,14,Christy Chung,actress,1970,,actress,6.4
11248,Raising Hell: The Life of A.J. Bannister,GB,,1995,84,Documentary,9,Stephen Trombley,director,1954,,"writer,director,producer",7.9
11249,Search and Destroy,US,,1995,90,"Action,Comedy,Drama",1188,Griffin Dunne,actor,1955,,"actor,director,producer",5.4
11250,El techo del mundo,FR,,1995,85,Drama,26,Santiago Ramos,actor,1949,,actor,7
11251,Under the Bridge,US,,1996,93,Drama,17,Zach Grenier,actor,1954,,"actor,soundtrack",4.9
11252,Clichés compromettants,FR,,1995,90,Thriller,194,Nancy McKeon,actress,1966,,"actress,director,producer",5.5
11253,Always Say Goodbye,US,,1997,98,"Comedy,Romance",125,Joshua Beckett,actor,1965,,"actor,writer,producer",5.3
11254,My Forgotten Man,IN,en,1993,95,"Biography,Drama",263,Guy Pearce,actor,1967,,"actor,soundtrack,director",5.2
11255,Hong Kong Showgirls,HK,en,1996,90,"Comedy,Horror",35,Veronica Yip,actress,1966,,actress,3.6
11256,Holding Ground: The Rebirth of Dudley Street,US,,1996,57,,10,Mark Lipman,director,,,"sound_department,producer,director",7.4
11257,Nuit noire,CA,fr,1996,114,"Drama,Romance,War",4801,Nick Nolte,actor,1941,,"actor,producer",7.1
11258,Pin Gods,US,,1996,82,"Documentary,Sport",14,Anton Pavelchak,actor,,,,8.6
11259,Buddha Bless America,XWW,en,1996,118,Comedy,46,Cheng-sheng Lin,actor,1959,,"director,writer,actor",7.6
11260,The Cinderella of Tallinn,XWW,en,1996,69,"Biography,Documentary",12,Tiiu Silves,self,,,,4.9
11261,"Alors voilà,",FR,,1997,97,Comedy,44,Roland Amstutz,actor,1942,1997,actor,5.7
11262,Days of Grace,XWW,en,1998,123,,26,Niklas Åkerfelt,actor,1971,,actor,4.3
11263,El soplón,ES,,1997,112,"Drama,Thriller",849,Patrick Timsit,actor,1959,,"actor,writer,director",6.5
11264,Earth on Fire,GB,,1997,,Drama,16,Peter James Smith,actor,1971,,"actor,soundtrack",4
11265,Une mère de sable,FR,,1997,90,Drama,40,Aminata Ousmane,actress,,,actress,7.4
11266,Marianne,FR,,1997,90,Drama,67,Virginie Ledoyen,actress,1976,,"actress,producer,soundtrack",5
11267,Memorias del ángel caído,ES,,1997,90,"Drama,Horror,Mystery",241,Santiago Ramos,actor,1949,,actor,5.9
